time,c.world_accel_αx,c.world_accel_αy,c.world_accel_αz,c.world_accel_x,c.world_accel_y,c.world_accel_z
2026-05-06T20:26:47.175822,0.0,0.0,0.0,-0.13293451864147499,-4.3241348772837425,0.0
2026-05-06T20:26:47.184155,0.0,0.0,0.0,0.020766452774812393,-4.32109678168794,0.0
2026-05-06T20:26:47.192488,0.0,0.0,0.0,0.17246395885588767,-4.3131539588936,0.0
2026-05-06T20:26:47.200821,0.0,0.0,0.0,0.3221043839250673,-4.300530806501525,0.0
2026-05-06T20:26:47.209154,0.0,0.0,0.0,0.46965042647447536,-4.283440112946416,0.0
2026-05-06T20:26:47.217487,0.0,0.0,0.0,0.6150793646517115,-4.262082387043188,0.0
2026-05-06T20:26:47.225820,0.0,0.0,0.0,0.7583813821104858,-4.2366453522185,0.0
2026-05-06T20:26:47.234153,0.0,0.0,0.0,0.8995579615414315,-4.207303586184211,0.0
2026-05-06T20:26:47.242486,0.0,0.0,0.0,1.0386203505265688,-4.17421828790728,0.0
2026-05-06T20:26:47.250819,0.0,0.0,0.0,1.1755881020672347,-4.137537155016104,0.0
2026-05-06T20:26:47.259152,0.0,0.0,0.0,1.310487690197643,-4.097394356193847,0.0
2026-05-06T20:26:47.267485,0.0,0.0,0.0,1.4433511994870982,-4.053910584592914,0.0
2026-05-06T20:26:47.275818,0.0,0.0,0.0,1.574215085923278,-4.007193179819874,0.0
2026-05-06T20:26:47.284151,0.0,0.0,0.0,1.703119005626321,-3.957336307554299,0.0
2026-05-06T20:26:47.292484,0.0,0.0,0.0,1.8301047070385532,-3.90442118735376,0.0
2026-05-06T20:26:47.300817,0.0,0.0,0.0,1.9552149816390134,-3.848516360642832,0.0
2026-05-06T20:26:47.309150,0.0,0.0,0.0,2.078492667819111,-3.789677992274715,0.0
2026-05-06T20:26:47.317483,0.0,0.0,0.0,2.1999797023021603,-3.7279502003828404,0.0
2026-05-06T20:26:47.325816,0.0,0.0,0.0,2.3197162133743854,-3.663365410502904,0.0
2026-05-06T20:26:47.334149,0.0,0.0,0.0,2.437739650200859,-3.5959447311431765,0.0
2026-05-06T20:26:47.342482,0.0,0.0,0.0,2.5540839426120736,-3.5256983491136773,0.0
2026-05-06T20:26:47.350815,0.0,0.0,0.0,2.668778685954368,-3.4526259439962437,0.0
2026-05-06T20:26:47.359148,0.0,0.0,0.0,2.7818483458918126,-3.3767171221513177,0.0
2026-05-06T20:26:47.367481,0.0,0.0,0.0,2.893311478422852,-3.2979518716171317,0.0
2026-05-06T20:26:47.375814,0.0,0.0,0.0,3.0031799608295255,-3.2163010401669987,0.0
2026-05-06T20:26:47.384147,0.0,0.0,0.0,3.111458229809836,-3.131726839652915,0.0
2026-05-06T20:26:47.392480,0.0,0.0,0.0,3.2181425236570775,-3.0441833805808876,0.0
2026-05-06T20:26:47.400813,0.0,0.0,0.0,3.323220126047374,-2.9536172416348325,0.0
2026-05-06T20:26:47.409146,0.0,0.0,0.0,3.426668609784276,-2.859968079589954,0.0
2026-05-06T20:26:47.417479,0.0,0.0,0.0,3.5284550797338343,-2.7631692857283943,0.0
2026-05-06T20:26:47.425812,0.0,0.0,0.0,3.628535415173322,-2.663148695482694,0.0
2026-05-06T20:26:47.434145,0.0,0.0,0.0,3.7268535128802283,-2.5598293585752434,0.0
2026-05-06T20:26:47.442478,0.0,0.0,0.0,3.8233405335139112,-2.453130377380785,0.0
2026-05-06T20:26:47.450811,0.0,0.0,0.0,3.9179141551982126,-2.3429678215954084,0.0
2026-05-06T20:26:47.459144,0.0,0.0,0.0,4.010477839705928,-2.22925572752736,0.0
2026-05-06T20:26:47.467477,0.0,0.0,0.0,4.100920118279399,-2.1119071904050903,0.0
2026-05-06T20:26:47.475810,0.0,0.0,0.0,4.189113905896396,-1.9908355579946506,0.0
2026-05-06T20:26:47.484143,0.0,0.0,0.0,4.274915854702729,-1.8659557334953156,0.0
2026-05-06T20:26:47.492476,0.0,0.0,0.0,4.358165759372972,-1.7371855950983919,0.0
2026-05-06T20:26:47.500809,0.0,0.0,0.0,4.438686029310411,-1.6044475387044719,0.0
2026-05-06T20:26:47.509142,0.0,0.0,0.0,4.516281244829903,-1.4676701490508475,0.0
2026-05-06T20:26:47.517475,0.0,0.0,0.0,4.590737816744998,-1.3267900028532624,0.0
2026-05-06T20:26:47.525808,0.0,0.0,0.0,4.661823771051838,-1.1817536054641624,0.0
2026-05-06T20:26:47.534141,0.0,0.0,0.0,4.7292886826022285,-1.0325194599448333,0.0
2026-05-06T20:26:47.542474,0.0,0.0,0.0,4.792863783704362,-0.879060264297846,0.0
2026-05-06T20:26:47.550807,0.0,0.0,0.0,4.852262275383064,-0.7213652288742782,0.0
2026-05-06T20:26:47.559140,0.0,0.0,0.0,4.907179870455556,-0.5594425016357449,0.0
2026-05-06T20:26:47.567473,0.0,0.0,0.0,4.957295598498172,-0.3933216840106475,0.0
2026-05-06T20:26:47.575806,0.0,0.0,0.0,5.002272903044252,-0.22305641455768424,0.0
2026-05-06T20:26:47.584139,0.0,0.0,0.0,5.041761060798859,-0.04872699158788266,0.0
2026-05-06T20:26:47.592472,0.0,0.0,0.0,5.075396951109228,0.12955700061420738,0.0
2026-05-06T20:26:47.600805,0.0,0.0,0.0,5.1028072012156445,0.3116541041598639,0.0
2026-05-06T20:26:47.609138,0.0,0.0,0.0,5.12361072875687,0.49738848767926486,0.0
2026-05-06T20:26:47.617471,0.0,0.0,0.0,5.137421697466042,0.6865475902496623,0.0
2026-05-06T20:26:47.625804,0.0,0.0,0.0,5.143852894846398,0.8788799717015454,0.0
2026-05-06T20:26:47.634137,0.0,0.0,0.0,5.142519531787085,1.07409343769673,0.0
2026-05-06T20:26:47.642470,0.0,0.0,0.0,5.133043453555214,1.271853512712703,0.0
2026-05-06T20:26:47.650803,0.0,0.0,0.0,5.115057739449783,1.4717823373099814,0.0
2026-05-06T20:26:47.659136,0.0,0.0,0.0,5.088211654789191,1.6734580673648458,0.0
2026-05-06T20:26:47.667469,0.0,0.0,0.0,5.052175904101543,1.8764148518793866,0.0
2026-05-06T20:26:47.675802,0.0,0.0,0.0,5.0066481187891405,2.0801434621207457,0.0
2026-05-06T20:26:47.684135,0.0,0.0,0.0,4.951358496663624,2.284092637836556,0.0
2026-05-06T20:26:47.692468,0.0,0.0,0.0,4.886075495232331,2.487671205881014,0.0
2026-05-06T20:26:47.700801,0.0,0.0,0.0,4.810611466201557,2.6902510126333614,0.0
2026-05-06T20:26:47.709134,0.0,0.0,0.0,4.7248281061680935,2.891170694130659,0.0
2026-05-06T20:26:47.717467,0.0,0.0,0.0,4.628641588758873,3.08974028709883,0.0
