time,ore_sat.world_pos_q0,ore_sat.world_pos_q1,ore_sat.world_pos_q2,ore_sat.world_pos_q3,ore_sat.world_pos_x,ore_sat.world_pos_y,ore_sat.world_pos_z
2026-08-20T19:15:40.731835,0.2704462403860536,0.274894529844613,0.2470808675298977,0.8889560582071712,-4298399.315937613,-3614293.1378285578,3795166.356782889
2026-08-20T19:15:40.740168,0.2729812729859074,0.27758587497670123,0.24914576969984337,0.8867658608973877,-4298358.204513551,-3614342.061862564,3795166.326064183
2026-08-20T19:15:40.748501,0.27550415804506384,0.28026861481781984,0.2511951212277395,0.8845608930533625,-4298317.092707515,-3614390.9855753793,3795166.2950079087
2026-08-20T19:15:40.756834,0.2780148576515005,0.2829427475999447,0.2532289272291096,0.8823413460333841,-4298275.980519509,-3614439.9089669986,3795166.2636140664
2026-08-20T19:15:40.765167,0.2805133347002353,0.28560827223014784,0.25524719370165533,0.8801074104883412,-4298234.867949537,-3614488.8320374177,3795166.231882656
2026-08-20T19:15:40.773500,0.28299955288692036,0.28826518828384695,0.2572499275161736,0.8778592763549321,-4298193.754997602,-3614537.7547866325,3795166.199813678
2026-08-20T19:15:40.781833,0.28547347670142803,0.29091349599806615,0.2592371364074963,0.8755971328490195,-4298152.641663708,-3614586.677214639,3795166.1674071318
2026-08-20T19:15:40.790166,0.28793507142142816,0.2935531962647067,0.26120882896545156,0.8733211684591238,-4298111.527947858,-3614635.599321432,3795166.1346630175
2026-08-20T19:15:40.798499,0.2903843031059576,0.2961842906238294,0.26316501462584785,0.8710315709400571,-4298070.413850057,-3614684.5211070077,3795166.101581335
2026-08-20T19:15:40.806832,0.29282113858898307,0.2988067812569486,0.26510570366148223,0.8687285273066978,-4298029.2993703075,-3614733.4425713615,3795166.0681620846
2026-08-20T19:15:40.815165,0.29524554547295834,0.30142067098033876,0.2670309071731726,0.8664122238279018,-4297988.184508614,-3614782.363714489,3795166.034405266
