time,rw_2.rw_force_0,rw_2.rw_force_1,rw_2.rw_force_2,rw_2.rw_force_3,rw_2.rw_force_4,rw_2.rw_force_5
2026-08-20T19:15:40.406848,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.415181,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.423514,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.431847,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.440180,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.448513,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.456846,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.465179,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.473512,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.481845,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.490178,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.498511,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.506844,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.515177,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.523510,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.531843,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.540176,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.548509,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.556842,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.565175,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.573508,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.581841,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.590174,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.598507,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.606840,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.615173,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.623506,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.631839,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.640172,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.648505,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.656838,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.665171,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.673504,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.681837,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.690170,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.698503,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.706836,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.715169,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.723502,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.731835,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.740168,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.748501,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.756834,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.765167,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.773500,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.781833,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.790166,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.798499,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.806832,-0.0,-0.002,-0.0,0.0,0.0,0.0
2026-08-20T19:15:40.815165,-0.0,-0.002,-0.0,0.0,0.0,0.0
