time,rw_2.rw_ang_momentum_0,rw_2.rw_ang_momentum_1,rw_2.rw_ang_momentum_2
2026-08-21T00:30:38.883988,0.0,-0.0004666666666666668,0.0
2026-08-21T00:30:38.892321,0.0,-0.0004833333333333335,0.0
2026-08-21T00:30:38.900654,0.0,-0.0005000000000000001,0.0
2026-08-21T00:30:38.908987,0.0,-0.0005166666666666668,0.0
2026-08-21T00:30:38.917320,0.0,-0.0005333333333333335,0.0
2026-08-21T00:30:38.925653,0.0,-0.0005500000000000001,0.0
2026-08-21T00:30:38.933986,0.0,-0.0005666666666666668,0.0
2026-08-21T00:30:38.942319,0.0,-0.0005833333333333335,0.0
2026-08-21T00:30:38.950652,0.0,-0.0006000000000000002,0.0
2026-08-21T00:30:38.958985,0.0,-0.0006166666666666668,0.0
2026-08-21T00:30:38.967318,0.0,-0.0006333333333333335,0.0
2026-08-21T00:30:38.975651,0.0,-0.0006500000000000002,0.0
2026-08-21T00:30:38.983984,0.0,-0.0006666666666666669,0.0
2026-08-21T00:30:38.992317,0.0,-0.0006833333333333335,0.0
2026-08-21T00:30:39.000650,0.0,-0.0007000000000000002,0.0
2026-08-21T00:30:39.008983,0.0,-0.0007166666666666669,0.0
2026-08-21T00:30:39.017316,0.0,-0.0007333333333333336,0.0
2026-08-21T00:30:39.025649,0.0,-0.0007500000000000002,0.0
2026-08-21T00:30:39.033982,0.0,-0.0007666666666666669,0.0
2026-08-21T00:30:39.042315,0.0,-0.0007833333333333336,0.0
2026-08-21T00:30:39.050648,0.0,-0.0008000000000000003,0.0
2026-08-21T00:30:39.058981,0.0,-0.0008166666666666669,0.0
2026-08-21T00:30:39.067314,0.0,-0.0008333333333333336,0.0
2026-08-21T00:30:39.075647,0.0,-0.0008500000000000003,0.0
2026-08-21T00:30:39.083980,0.0,-0.000866666666666667,0.0
2026-08-21T00:30:39.092313,0.0,-0.0008833333333333336,0.0
2026-08-21T00:30:39.100646,0.0,-0.0009000000000000003,0.0
2026-08-21T00:30:39.108979,0.0,-0.000916666666666667,0.0
2026-08-21T00:30:39.117312,0.0,-0.0009333333333333336,0.0
2026-08-21T00:30:39.125645,0.0,-0.0009500000000000003,0.0
2026-08-21T00:30:39.133978,0.0,-0.000966666666666667,0.0
2026-08-21T00:30:39.142311,0.0,-0.0009833333333333337,0.0
2026-08-21T00:30:39.150644,0.0,-0.0010000000000000002,0.0
2026-08-21T00:30:39.158977,0.0,-0.0010166666666666668,0.0
2026-08-21T00:30:39.167310,0.0,-0.0010333333333333334,0.0
2026-08-21T00:30:39.175643,0.0,-0.00105,0.0
2026-08-21T00:30:39.183976,0.0,-0.0010666666666666665,0.0
2026-08-21T00:30:39.192309,0.0,-0.001083333333333333,0.0
2026-08-21T00:30:39.200642,0.0,-0.0010999999999999996,0.0
2026-08-21T00:30:39.208975,0.0,-0.0011166666666666662,0.0
2026-08-21T00:30:39.217308,0.0,-0.0011333333333333328,0.0
2026-08-21T00:30:39.225641,0.0,-0.0011499999999999993,0.0
2026-08-21T00:30:39.233974,0.0,-0.001166666666666666,0.0
2026-08-21T00:30:39.242307,0.0,-0.0011833333333333325,0.0
2026-08-21T00:30:39.250640,0.0,-0.001199999999999999,0.0
2026-08-21T00:30:39.258973,0.0,-0.0012166666666666656,0.0
2026-08-21T00:30:39.267306,0.0,-0.0012333333333333322,0.0
2026-08-21T00:30:39.275639,0.0,-0.0012499999999999987,0.0
2026-08-21T00:30:39.283972,0.0,-0.0012666666666666653,0.0
2026-08-21T00:30:39.292305,0.0,-0.0012833333333333319,0.0
2026-08-21T00:30:39.300638,0.0,-0.0012999999999999984,0.0
2026-08-21T00:30:39.308971,0.0,-0.001316666666666665,0.0
2026-08-21T00:30:39.317304,0.0,-0.0013333333333333316,0.0
2026-08-21T00:30:39.325637,0.0,-0.0013499999999999981,0.0
2026-08-21T00:30:39.333970,0.0,-0.0013666666666666647,0.0
2026-08-21T00:30:39.342303,0.0,-0.0013833333333333313,0.0
2026-08-21T00:30:39.350636,0.0,-0.0013999999999999978,0.0
2026-08-21T00:30:39.358969,0.0,-0.0014166666666666644,0.0
2026-08-21T00:30:39.367302,0.0,-0.001433333333333331,0.0
2026-08-21T00:30:39.375635,0.0,-0.0014499999999999975,0.0
2026-08-21T00:30:39.383968,0.0,-0.001466666666666664,0.0
2026-08-21T00:30:39.392301,0.0,-0.0014833333333333306,0.0
2026-08-21T00:30:39.400634,0.0,-0.0014999999999999972,0.0
2026-08-21T00:30:39.408967,0.0,-0.0015166666666666638,0.0
2026-08-21T00:30:39.417300,0.0,-0.0015333333333333303,0.0
2026-08-21T00:30:39.425633,0.0,-0.001549999999999997,0.0
2026-08-21T00:30:39.433966,0.0,-0.0015666666666666635,0.0
2026-08-21T00:30:39.442299,0.0,-0.00158333333333333,0.0
2026-08-21T00:30:39.450632,0.0,-0.0015999999999999966,0.0
2026-08-21T00:30:39.458965,0.0,-0.0016166666666666632,0.0
2026-08-21T00:30:39.467298,0.0,-0.0016333333333333297,0.0
2026-08-21T00:30:39.475631,0.0,-0.0016499999999999963,0.0
2026-08-21T00:30:39.483964,0.0,-0.0016666666666666629,0.0
