date,name,naif_id,x_au,y_au,z_au,vx_au_per_day,vy_au_per_day,vz_au_per_day
2023-09-27,4 MARS,4,-1.3904922923127796,-0.7899329553299348,0.017553053708729338,0.007435252745190526,-0.01097231696124831,-0.0004123357348264096
2023-09-28,4 MARS,4,-1.3830067603146843,-0.8008766183538671,0.017140085202160538,0.007535662912213321,-0.01091472488500335,-0.00041359168672861716
2023-09-29,4 MARS,4,-1.3754209903441732,-0.811762236263125,0.016725874461101964,0.007635725628068766,-0.01085622664877175,-0.00041482012686531273
2023-09-30,4 MARS,4,-1.3677353337141471,-0.8225889029261482,0.01631044909176893,0.007735433156612206,-0.010796822345798873,-0.00041602086679095587
2023-10-01,4 MARS,4,-1.359950149497768,-0.8333557123307678,0.015893836888854262,0.007834777713960742,-0.010736512121959387,-0.0004171937180194635
2023-10-02,4 MARS,4,-1.3520658045760792,-0.8440617586373942,0.015476065835542063,0.007933751468731131,-0.010675296176855002,-0.0004183384920760122
2023-10-03,4 MARS,4,-1.3440826736853952,-0.8547061362332685,0.015057164103474796,0.008032346542262571,-0.010613174764845464,-0.0004194550005401712
2023-10-04,4 MARS,4,-1.3360011394644846,-0.8652879397877173,0.014637160052680287,0.008130555008803894,-0.010550148196032335,-0.000420543055080054
2023-10-05,4 MARS,4,-1.3278215925015862,-0.8758062643083797,0.01421608223147014,0.008228368895655409,-0.010486216837218338,-0.0004216024674784202
2023-10-06,4 MARS,4,-1.3195444313813078,-0.8862602051983893,0.013793959376314058,0.008325780183269843,-0.010421381112865825,-0.0004226330496530837
2023-10-07,4 MARS,4,-1.3111700627314342,-0.8966488583145251,0.013370820411695905,0.008422780805334153,-0.010355641506075649,-0.00042363461367526034
2023-10-08,4 MARS,4,-1.3026989012696701,-0.9069713200263478,0.012946694449952612,0.008519362648802717,-0.010288998559576903,-0.0004246069717823938
2023-10-09,4 MARS,4,-1.2941313698503647,-0.9172266872763445,0.012521610791101978,0.008615517553931288,-0.01022145287676271,-0.00042554993639284033
2023-10-10,4 MARS,4,-1.2854678995111959,-0.9274140576411254,0.012095598922654105,0.008711237314299281,-0.010153005122753843,-0.0004264633201197291
2023-10-11,4 MARS,4,-1.2767089295198384,-0.9375325293937042,0.011668688519408887,0.008806513676836736,-0.010083656025500634,-0.0004273469357863489
