time,ball.force_τx,ball.force_τy,ball.force_τz,ball.force_x,ball.force_y,ball.force_z
2026-08-21T00:30:34.376785,0.0,0.0,0.0,-0.06781339713478773,-0.258536145176609,-8.18021862326508
2026-08-21T00:30:34.385118,0.0,0.0,0.0,-0.06858471013519496,-0.2614767483357979,-8.132159405239507
2026-08-21T00:30:34.393451,0.0,0.0,0.0,-0.0693425351636588,-0.26436592908555406,-8.0836818480135
2026-08-21T00:30:34.401784,0.0,0.0,0.0,-0.0700867908463713,-0.2672033771911522,-8.034800962135485
2026-08-21T00:30:34.410117,0.0,0.0,0.0,-0.0708174036278293,-0.26998881222487375,-7.985531732404182
2026-08-21T00:30:34.418450,0.0,0.0,0.0,-0.07153430758735492,-0.2727219828664979,-7.935889109432292
2026-08-21T00:30:34.426783,0.0,0.0,0.0,-0.07223744426250264,-0.2754026662300472,-7.885888001392341
2026-08-21T00:30:34.435116,0.0,0.0,0.0,-0.07292676247840968,-0.2780306672131922,-7.835543265948724
2026-08-21T00:30:34.443449,0.0,0.0,0.0,-0.07360221818227078,-0.28060581786619226,-7.784869702379881
2026-08-21T00:30:34.451782,0.0,0.0,0.0,-0.07426377428222665,-0.28312797677766377,-7.733882043894285
2026-08-21T00:30:34.460115,0.0,0.0,0.0,-0.0749114004900531,-0.2855970284748379,-7.6825949501437005
2026-08-21T00:30:34.468448,0.0,0.0,0.0,-0.07554507316711938,-0.2880128828362826,-7.631022999936946
2026-08-21T00:30:34.476781,0.0,0.0,0.0,-0.07616477517316086,-0.2903754745153535,-7.579180684157101
2026-08-21T00:30:34.485114,0.0,0.0,0.0,-0.07677049571747338,-0.2926847623728778,-7.527082398884857
2026-08-21T00:30:34.493447,0.0,0.0,0.0,-0.07736223021219621,-0.29494072891780093,-7.474742438730431
2026-08-21T00:30:34.501780,0.0,0.0,0.0,-0.07793998012739917,-0.29714337975471145,-7.422174990376158
2026-08-21T00:30:34.510113,0.0,0.0,0.0,-0.07850375284773481,-0.2992927430373324,-7.369394126331625
2026-08-21T00:30:34.518446,0.0,0.0,0.0,-0.07905356153045554,-0.30138886892721695,-7.316413798902871
2026-08-21T00:30:34.526779,0.0,0.0,0.0,-0.07958942496462935,-0.30343182905701305,-7.263247834376966
2026-08-21T00:30:34.535112,0.0,0.0,0.0,-0.08011136743141921,-0.3054217159977838,-7.209909927422919
2026-08-21T00:30:34.543445,0.0,0.0,0.0,-0.08061941856531718,-0.30735864272996793,-7.1564136357095975
2026-08-21T00:30:34.551778,0.0,0.0,0.0,-0.08111361321624819,-0.30924274211765446,-7.102772374741129
2026-08-21T00:30:34.560111,0.0,0.0,0.0,-0.08159399131247841,-0.31107416638592683,-7.048999412909852
2026-08-21T00:30:34.568444,0.0,0.0,0.0,-0.08206059772428263,-0.31285308660109873,-6.995107866766741
2026-08-21T00:30:34.576777,0.0,0.0,0.0,-0.08251348212833938,-0.314579692153726,-6.9411106965088525
2026-08-21T00:30:34.585110,0.0,0.0,0.0,-0.08295269887283728,-0.31625419024432894,-6.887020701683169
2026-08-21T00:30:34.593443,0.0,0.0,0.0,-0.08337830684328798,-0.3178768053718096,-6.832850517105912
2026-08-21T00:30:34.601776,0.0,0.0,0.0,-0.08379036932905143,-0.31944777882458375,-6.7786126089961485
2026-08-21T00:30:34.610109,0.0,0.0,0.0,-0.08418895389058828,-0.32096736817448485,-6.7243192713223054
2026-08-21T00:30:34.618442,0.0,0.0,0.0,-0.0845741322274614,-0.322435846773526,-6.669982622359985
2026-08-21T00:30:34.626775,0.0,0.0,0.0,-0.08494598004711669,-0.32385350325363016,-6.6156146014591695
2026-08-21T00:30:34.635108,0.0,0.0,0.0,-0.08530457693447625,-0.3252206410294593,-6.5612269660188325
2026-08-21T00:30:34.643441,0.0,0.0,0.0,-0.08565000622238417,-0.3265375778044937,-6.5068312886666275
2026-08-21T00:30:34.651774,0.0,0.0,0.0,-0.08598235486294756,-0.32780464508052404,-6.452438954641245
2026-08-21T00:30:34.660107,0.0,0.0,0.0,-0.08630171329981852,-0.32902218767073144,-6.398061159374749
2026-08-21T00:30:34.668440,0.0,0.0,0.0,-0.08660817534146585,-0.33019056321653945,-6.343708906272128
2026-08-21T00:30:34.676773,0.0,0.0,0.0,-0.08690183803548596,-0.3313101417084299,-6.289393004685046
2026-08-21T00:30:34.685106,0.0,0.0,0.0,-0.0871828015440047,-0.3323813050109165,-6.2351240680766615
2026-08-21T00:30:34.693439,0.0,0.0,0.0,-0.08745116902022228,-0.33340444639187633,-6.180912512374248
2026-08-21T00:30:34.701772,0.0,0.0,0.0,-0.08770704648615313,-0.33437997005643827,-6.126768554506172
2026-08-21T00:30:34.710105,0.0,0.0,0.0,-0.08795054271161312,-0.33530829068562534,-6.072702211119731
2026-08-21T00:30:34.718438,0.0,0.0,0.0,-0.08818176909450653,-0.33618983297995364,-6.018723297476125
2026-08-21T00:30:34.726771,0.0,0.0,0.0,-0.08840083954246299,-0.33702503120817695,-5.964841426518867
2026-08-21T00:30:34.735104,0.0,0.0,0.0,-0.08860787035587557,-0.3378143287613739,-5.911066008111688
2026-08-21T00:30:34.743437,0.0,0.0,0.0,-0.08880298011238791,-0.3385581777125596,-5.857406248442066
2026-08-21T00:30:34.751770,0.0,0.0,0.0,-0.0889862895528791,-0.3392570383820063,-5.803871149586255
2026-08-21T00:30:34.760103,0.0,0.0,0.0,-0.08915792146899114,-0.3399113789084466,-5.750469509231785
2026-08-21T00:30:34.768436,0.0,0.0,0.0,-0.08931800059224371,-0.34052167482632706,-5.697209920553218
2026-08-21T00:30:34.776769,0.0,0.0,0.0,-0.08946665348477874,-0.3410884086492762,-5.644100772236931
2026-08-21T00:30:34.785102,0.0,0.0,0.0,-0.08960400843177428,-0.34161206945993544,-5.59115024865071
2026-08-21T00:30:34.793435,0.0,0.0,0.0,-0.08973019533556667,-0.3420931525063048,-5.538366330153763
2026-08-21T00:30:34.801768,0.0,0.0,0.0,-0.0898453456115163,-0.3425321588047338,-5.485756793542911
2026-08-21T00:30:34.810101,0.0,0.0,0.0,-0.0899495920856513,-0.3429295947496923,-5.4333292126305
2026-08-21T00:30:34.818434,0.0,0.0,0.0,-0.09004306889412,-0.3432859717304366,-5.381090958949736
2026-08-21T00:30:34.826767,0.0,0.0,0.0,-0.09012591138448174,-0.3436018057546839,-5.329049202583016
2026-08-21T00:30:34.835100,0.0,0.0,0.0,-0.09019825601886258,-0.34387761707939696,-5.277210913108868
2026-08-21T00:30:34.843433,0.0,0.0,0.0,-0.0902602402790002,-0.34411392984877126,-5.2255828606631525
2026-08-21T00:30:34.851766,0.0,0.0,0.0,-0.09031200257320018,-0.34431127173950954,-5.17417161711011
2026-08-21T00:30:34.860099,0.0,0.0,0.0,-0.09035368214522327,-0.34447017361345694,-5.122983557318936
2026-08-21T00:30:34.868432,0.0,0.0,0.0,-0.09038541898512077,-0.3445911691776649,-5.072024860541539
2026-08-21T00:30:34.876765,0.0,0.0,0.0,-0.09040735374203318,-0.3446747946519389,-5.021301511887178
2026-08-21T00:30:34.885098,0.0,0.0,0.0,-0.09041962763896483,-0.34472158844391915,-4.970819303889706
2026-08-21T00:30:34.893431,0.0,0.0,0.0,-0.09042238238954409,-0.344732090831733,-4.920583838163226
2026-08-21T00:30:34.901764,0.0,0.0,0.0,-0.09041576011677901,-0.34470684365425286,-4.8706005271418915
